"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08"
"Shawano","WI","Shawano, WI","55","115",1112,157500,149900,144900,139900,139900,139900,139900,129900,129900,129900,134900,129900,129900,129900,129900,129900,129900,129900,125950,126950,129900,129900,129900,128450,135000,134000,128000,125000,127500,123000,129900,129700,122500,124800,119900,119000,119900,119900,119900,119900,119900,119900,119900,123700,119250,119500,109900,109900,110000,112000,117200,118700,119900,128400,129150,128000,124900,124900,125000,121350,119900,124900,125000,129900,134999.5,135000,129900,134900,134900,139500,134949.5,134900,135000,129900,135000,134900,134900,129900,129900,129900,129900,129900,129900,129900,129900,129900,128500,129900,129900,125000,124500,124950,124900,127900,129900,124900,129900,129000,129000,136200,132400,133900,129900,134900
"Dubois","IN","Jasper, IN","18","037",1113,149900,149900,149900,152300,149900,152300,144900,141000,137700,137700,137350,130450,129900,129900,129900,132900,133900,135900,137700,140700,139900,141700,145200,142450,139900,139700,139500,139500,139900,143500,136700,134800,133350,129900,126500,128000,129900,129600,134900,137649.5,139000,142338.5,142350,149000,138250,143900,139200,135449.5,139500,139500,157450,156500,164900,164900,169000,164900,165000,162950,159900,162450,162450,168700,164900,158900,152450,150700,154300,155000,155900,155450,159900,159450,159900,154700,149900,152200,146000,144900,155450,158950,164950,158950,145000,155900,160000,169000,179800,179800,189900,184800,179900,179000,185250,182000,187650,184500,192948.5,199900,195150,202100,215913.5,206300,195000,190350
"Lawrence","TN","Lawrenceburg, TN","47","099",1114,119450,119000,119000,119900,119000,119000,117629.5,119000,115000,115000,109900,109950,105000,105999.5,109950,116900,119900,119900,119900,119900,119900,119000,119900,119000,115000,115000,111250,105950,111700,119000,115000,119700,119250,124900,124900,124900,124799,119900,116000,118500,119999,119999,119999,116950,119250,115900,118750,119000,115000,115000,124500,119900,119900,124900,124900,124900,124900,129900,125400,125080,129900,129900,125000,125000,125000,127900,124000,122450,124450,124900,124450,123000,134200,138500,140000,139000,129900,130250,134900,144900,142900,139900,139000,136900,129900,129900,139900,145750,147000,145000,149900,159000,169700,178000,175000,178500,169900,159000,157500,163950,177000,174000,174950,172750
"Logan","OK","Oklahoma City, OK","40","083",1115,197500,198250,197700,189900,194900,188450,190450,190450,198900,2e+05,199900,199900,198000,197715,199000,194900,189925,194900,197000,194900,187900,189900,186750,183000,179000,179900,179900,179900,178000,176500,178450,184000,178950,188500,187950,188500,189950,190000,194917,199900,194000,198299.5,197500,199900,195000,199900,199900,2e+05,199950,199900,199900,203000,189900,209450,199900,216000,217500,2e+05,199950,199900,217710,225700,226900,224950,198800,206000,238700,245250,246750,245500,244450,240000,239000,239000,232500,233900,232500,239900,245950,243900,239900,229900,220000,229700,248500,248809,254220,249500,244940,240000,238940,240000,249900,245000,244940,244800,249900,249940,247750,251970,243220,249900,244920,247900
"Warren","PA","Warren, PA","42","123",1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99373,99000,92525,95750,89750,96500,97000,98750,94250,87700,85000,89900,91900,94900,89900,89900,79900,69900,82450,82000,79450,79900,81000,74900,79900,79900,81568
"Marinette","WI","Crivitz, WI","55","075",1117,142750,139450,139000,139900,130000,119900,120000,123250,124700,124900,124900,114900,109900,115450,117750,119900,129400,129900,125900,125000,124700,119000,115000,115000,109900,109000,99950,99900,99900,99500,99500,99900,99900,104900,99900,96950,99900,105000,99900,105000,109900,104500,105000,109000,110000,115000,114900,109900,110000,105000,109800,109350,110000,111950,114400,112900,115900,114900,109900,110000,109900,104900,108950,109900,117000,115000,115000,127500,129900,129900,129950,124900,114900,104500,109900,113000,115000,119500,118900,118900,124800,119900,123950,123900,119000,119000,117450,120000,124900,128500,129900,129000,129000,129000,125000,125000,125000,127000,129900,129900,130000,128200,124900,129000
"Tallapoosa","AL",,"01","123",1118,295000,299000,324000,298250,299900,297750,289900,298500,279300,279000,264950,259500,267000,269900,265000,262000,279000,279900,269900,259900,259900,252000,252000,269000,275000,274900,295000,299000,299000,299000,295000,275000,275000,272450,284000,269000,259250,275000,297900,299000,275000,275000,295000,269900,257900,249900,238000,239000,269900,265000,275000,275000,279900,279150,269900,267000,269000,259500,249000,249000,250000,259450,279310,289000,289450,295450,299000,289000,293950,299000,279900,254500,242000,245000,246250,246250,259000,259450,227000,215000,217000,239900,274900,279900,282350,284950,291500,299450,299497.5,291500,289000,275000,277000,239000,229000,215000,229000,249000,277000,285000,299620,299000,289900,287000
"Suwannee","FL",,"12","121",1119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155000,154900,160000,162500,160000,160000,165000,162500,155000,155500,156250,156000,157000,171950,169900,169900,159950,159000,155000,159450,157450,154450,161750,164950,167000,167450,159900,163750,179500,179000,174900,177000,179000,186250,179000,174900,177750,182200,195500,197000,189950,195250,189900,190000,191500,190000,199000,189700,189900,188250,189750,189250,194450
"Baxter","AR","Mountain Home, AR","05","005",1120,160000,164900,164900,161000,160000,159900,168000,168000,165500,159900,154900,149900,155000,149000,149900,155000,153700,159900,164000,159900,161950,159900,154900,154900,154900,152450,149900,148500,147500,149900,149500,139900,143000,139947.5,139900,139900,139900,139900,139900,139900,139500,139900,137900,137700,139900,138625,139900,138750,135700,139900,139900,139900,139900,144900,149250,147700,147900,149900,145450,144950,144000,144000,149900,149000,149900,152000,154000,150000,154900,152000,149900,154900,149900,149900,152950,153900,149900,149900,150000,155000,154900,150000,149900,149900,149900,149900,149900,159000,154250,149900,149900,149900,153850,152800,154500,155500,151700,149900,149900,154900,154900,159947.5,159900,169000
"Delaware","OK",,"40","041",1121,199900,199900,199900,191000,198000,190000,189950,189000,189900,189000,188250,179000,175000,164900,179900,179000,179900,185000,179900,179250,179000,172000,177000,179250,179900,179500,185000,179000,182850,179900,177750,174250,179000,174700,179250,169450,169000,169000,179000,174500,179000,179900,179000,178750,179000,177700,174900,179000,181000,189900,189900,189250,195000,199000,198500,188500,187750,180000,179000,180000,179500,199000,199000,209000,220000,225000,224950,227000,219000,199900,195000,199000,2e+05,219250,229450,243250,240000,249000,242500,250000,250000,245000,245000,233450,229250,240000,240000,250000,250000,259000,249700,249500,249000,250000,249500,249000,250000,256950,270000,265000,249250,249250,249900,252000
"Polk","GA","Cedartown, GA","13","233",1122,,,,,,,,,,,,,,,,,,,,,,97000,99000,89900,91400,89000,95000,95000,99900,95987.5,88462,95000,89500,79900,89900,89900,90450,105900,98700,95000,105500,105900,105300,105000,114900,115000,114897.5,105000,102500,94500,95000,99900,107200,112919,114900,109900,109900,109950,113449.5,110500,109900,110000,106950,111500,104900,119000,115450,112900,115700,113100,118950,118900,117900,119900,124900,129950,129950,129900,135000,135000,134900,130455,119000,125000,139900,135000,129900,129900,139895,136900,139900,129900,129950,139900,139900,140450,145450,135450,139000,141710,149000,149900,151510,152000
"Wise","VA","Coeburn, VA","51","195",1123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137000,136000,130000,138500,129000,129000,135000,135000,139000,129800,139500,149250,142000,129000,135000,125000,135000,135000,129950,129950,140000,149900,139850,140000,139000,129950,129000,124900,120000,117000,112000,112000,119500,128900,119000,119000,125000,125000,125000,125000,127750,113500,102500,108000,116500,118000,114900,118000,115000,120916,119249.5,118500,121950,116900,109500,104999.5,104900,104999,109000,109000,105900,105450,105000,109166.5,119333,112500,102499.5,104999,104999.5,104416.5,109000,109000,106000
"Ottawa","OH","Port Clinton, OH","39","123",1124,199000,199949.5,189950,202450,194900,189900,187900,179450,179900,184950,187900,179900,174900,169900,175000,179900,185000,189900,189900,199000,199000,189950,189500,184900,189950,179000,194900,189900,184900,189900,189500,182400,184900,184900,180000,185900,179900,179900,189000,189000,189900,192450,199900,199000,189900,156450,176950,169900,169900,185000,199500,189900,179000,189450,189900,172900,164950,159900,159950,161000,164900,181950,179000,189000,198000,189500,199900,199900,199000,203000,199500,186450,198500,189450,199500,199500,199500,199000,209900,199950,199900,208000,199900,187500,179900,185700,199000,208000,214450,199900,199900,199000,209500,199500,199500,193650,199000,199700,208749.5,225000,225000,224500,224500,233450
"Wharton","TX","Wharton, TX","48","481",1125,119950,115000,119900,119500,120000,120000,110000,120000,127500,125000,122500,126000,129900,129500,129900,134850,137750,138000,133900,130000,134800,131250,132087.5,129900,129900,129950,125000,125000,129500,134900,130000,125000,124900,123250,120000,120000,119995,119995,118500,120000,119250,120000,119950,124000,130000,135000,132500,130000,129500,127250,125750,128250,125000,125000,128500,129000,125000,127500,130000,125000,130000,125000,128423.5,125000,132500,139000,140000,147000,155000,150000,154900,151945,155250,159950,159900,152000,158000,165000,166500,168450,165000,169900,175000,178950,185000,189000,191000,194250,196750,2e+05,185000,182500,175000,189500,185000,188000,187500,187500,185000,189500,192250,2e+05,199000,199000
"Montrose","CO","Montrose, CO","08","085",1126,239900,232000,225700,222000,225000,228500,228500,229200,220500,220000,215750,209450,199900,189999,199900,205000,210000,205000,199900,205500,209450,209990,210000,205000,199900,199000,199500,199900,209000,209000,219000,227900,234900,234000,219900,202450,214900,203750,214900,224900,238750,230000,230000,237000,239900,233750,229000,239000,228000,232450,239499.5,249000,249900,249950,239000,239999,245000,249900,249900,239900,239000,236250,244500,250000,249994.5,249499.5,259000,259900,259900,265000,267315,269900,275000,274900,286500,289000,307900,304950,294900,289700,296750,298750,294975,261450,249975,265000,264949.5,279000,295000,289675,298750,307400,319450,350000,349990,342995,330000,349888,355839,349894,349900,349894,337000,331000
"Mayes","OK",,"40","097",1127,125950,124000,119900,118000,129000,134700,134500,135000,135000,130389,135000,129900,128450,130000,134950,135000,130000,127950,127000,125000,128000,129000,125000,129000,126725,120000,119900,119900,116500,119500,119900,117000,116000,115000,118500,118000,111000,119000,119000,119500,115000,115000,118000,114000,115000,118000,119750,118000,125000,125000,126500,123500,123500,124900,123750,124500,121000,125750,133000,130000,138250,135900,138250,139900,137750,139900,140000,141250,139900,140000,140000,144950,139700,131000,139500,139900,138000,139900,144900,149000,144900,144900,142450,139000,139500,141500,148000,144900,148700,164900,159950,159450,153500,149900,139900,139900,145000,143299.5,147500,148900,150000,150000,150700,150350
"Davie","NC","Winston-Salem, NC","37","059",1128,202637.5,197900,196900,199900,215000,206900,219900,212500,208450,205950,219700,219700,219900,199995,205950,219900,218000,204900,211900,209450,209900,209895,2e+05,209000,216950,214950,190000,189950,190000,187000,185000,183990,183990,183990,179500,179500,174900,174500,179700,179900,184820,182450,199900,199900,199450,190000,185000,179500,187000,189900,199000,2e+05,210000,217500,210000,208450,198495,189900,189900,188250,189900,190650,189900,191990,199000,199000,199900,195500,194190,199000,199000,199000,199900,191250,199450,217450,215950,219450,224950,219000,215000,217000,214450,217000,215000,210000,214700,219000,225000,229000,227000,221150,219900,216900,220000,229900,229950,224400,214900,225000,230000,234900,234900,233400
"Webster","LA","Shreveport, LA","22","119",1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154950,172100,179500,169000,169000,139500,147500,169000,172000,151000,145000,148500,147900,145450,138700,149700,133500,129000,127000,125000,135000,129900,118500,125000,125000,125000,135000,126300,124000,119000,119000,119900,124900,125000,118900,119000,116950,119000,119000,119950,118900,121250,137700,127900,124900,123400,130000
"Okanogan","WA",,"53","047",1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199000,222000,207500,198000,197000,210000,218150,219000,225000,225000,224900,224997.5,224995,226000,229000,229000,224900,219000,219250,220000,229000,225000,229000,229000,229900,232000,235000,229125,225000,217000,219500,215000,216750,229900,238900,239500,242250,239250,238450,239950,239250,229700,235000,238500,240400,259000,260000,260000,259000,259000,249900,249500,239425,238975,249000,242500,249900,259000,259000,250000,256000,265500,262500,265000,269000,259900,251000,251000,262200,269450,274000,277000,266700
"Franklin","TN","Manchester, TN","47","051",1131,169000,169000,167450,164717,164300,169250,169000,159424,159462,159000,159900,159900,159250,154900,159250,158267,159000,150000,154900,150000,154000,150000,152500,148500,149000,145900,139900,139500,144400,144900,147700,155000,159000,159000,159000,154900,149000,149000,157000,164000,164000,162500,164800,159900,164950,162000,159900,159900,165000,169650,169900,174700,179000,179000,180000,179000,179000,179000,175000,179900,179900,179275,167225,169900,179000,176950,179000,195000,192500,209000,199000,199000,196900,189900,199000,212000,212000,219000,219947.5,219900,219000,209900,224400,219000,189900,189000,194900,205000,216900,217400,225000,224950,220000,229900,227000,229000,234500,199999,224900,244900,249900,259900,275000,279900
"Pierce","WI","Minneapolis, MN","55","093",1132,179900,173950,173250,174000,179900,179900,179900,179950,180000,180200,184650,174950,170000,171048.5,172700,179900,184900,184950,184900,179900,179900,174900,175000,169900,169900,164900,170000,172900,169900,169900,167000,164900,159900,159000,155000,156500,159900,163000,169900,169900,174900,179900,174900,177400,178450,175000,179000,170000,169950,169900,179000,179900,180800,189900,189775,189900,183900,189900,189900,179950,179450,185000,189900,194900,189900,189900,187000,189900,192200,189900,188450,183450,189900,199900,199900,199000,207500,209900,209900,209900,210950,209900,214450,209900,222500,212450,222250,235000,239900,237000,249900,249000,249900,252500,249900,250000,240000,239900,234900,239800,243500,238000,239900,249900
"Kittitas","WA","Ellensburg, WA","53","037",1133,259000,249500,257000,262500,272425,274950,269000,272450,270000,270000,275000,259000,261200,245000,256950,268000,259900,263750,265000,268000,268000,249900,239990,221499.5,213950,219995,219000,222000,229900,234900,229950,235000,235000,238950,231250,229900,249000,250000,254900,249000,258000,255000,250000,249900,269000,261975,274995,279000,284000,275000,260000,249900,249900,250000,269900,269900,278975,278950,277000,286975,279450,269900,279000,289000,285000,298400,289500,274900,279900,290000,298950,299000,272900,275000,289950,295000,329450,325000,299995,316950,324950,314475,334000,352950,360000,349200,349425,325000,325000,329000,334950,356000,384000,384000,379000,355000,349950,349950,369000,369000,379250,375000,375000,374000
"Bonner","ID","Sandpoint, ID","16","017",1134,325000,324500,299000,298000,295000,294900,294500,298500,289900,285000,279000,275000,274500,250000,258000,265000,274500,275000,278400,269000,254900,249500,224450,225000,215000,215000,229000,229000,229000,239000,239900,245000,249000,249000,249900,249999,259900,259900,269000,264450,272500,275000,297000,289000,239900,243000,249900,249900,244900,270800,272000,285100,290000,297000,299000,299000,308000,325000,334000,335000,339000,339500,325000,3e+05,320000,327000,339000,339000,339000,335000,344950,349000,339900,349000,349000,349950,349000,350000,349900,359000,355000,354500,365000,369000,374000,375800,349900,359500,359000,374950,375000,375500,379900,389000,389950,389950,389250,389900,389500,390000,389000,389900,389000,389000
"Jim Wells","TX","Alice, TX","48","249",1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146051,167700,155000,150000,148000,149000,155000,145000,143220,150000,157182.5,155000,153000,152000,150000,158000,150000,150000,140000,147000,155625,149000,157625,155750,155375,150000,149500,145000,152400,143900,142450,152000,142400,146500,167000,165000,174950,159900,158400,155000,150000
"Mercer","OH","Celina, OH","39","107",1136,125450,129450,129000,129900,123950,119900,117900,119500,113900,116400,112250,109900,101900,99900,103500,99900,106750,104900,104900,109500,106900,99900,99900,99900,99700,99900,103900,99900,99900,103700,99900,99900,109947.5,102500,99900,99000,99250,99700,99500,99900,99900,99500,99900,104400,109900,110000,103900,108245,109400,114900,119900,119900,127900,125000,119900,119900,122450,119900,118900,117400,114900,114900,115900,116900,124900,124200,116900,123900,129000,124500,119900,121200,119900,119900,124900,124900,125900,125900,139900,142200,149900,139900,129950,139900,145000,137500,139900,144900,144900,154950,152450,155000,149900,154900,149900,157000,154950,159000,157000,155000,165000,159000,162000,154900
"Levy","FL",,"12","075",1137,198000,189375,179900,169900,165000,163500,160000,159900,159900,159600,159950,159000,159000,149900,149900,149000,149000,149900,149900,149450,150000,149900,159000,159000,157000,148500,145000,143000,139900,129900,149000,149000,149900,137000,135450,139900,165000,159900,170000,165000,165000,169900,175000,169900,169900,169900,164900,159500,152500,160700,169000,172900,169700,169900,164500,169000,168750,167200,169900,169900,168000,169900,172450,169700,159900,164950,179000,179900,180000,179700,180000,180000,175000,179000,180000,179000,184900,187000,175000,179000,179000,172500,179000,175000,169000,179000,179000,175000,179900,189000,189900,194950,196000,198825,199000,199500,199900,210000,209900,215000,224950,219000,219000,219000
"Campbell","TN","Knoxville, TN","47","013",1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189900,189900,179900,174950,168000,169900,165350,159900,163700,165000,169900,175000,169950,174900,184500,179900,169900,179900,179000,159900,169900,169900,189900,187450,179900,185000,185000,179900,189000,185000,179000,179900,185900,185000,181950,185000,179900,179900,184900
"Pasquotank","NC","Elizabeth City, NC","37","139",1139,189900,187500,179250,175450,175000,173900,169900,165000,161000,162250,165000,159900,162500,162500,159900,155000,168000,165000,174900,173000,169900,162900,159900,159000,154900,150000,145000,149500,144950,139900,136500,139450,139900,146500,149900,149500,147000,155000,150000,152500,152000,149900,150000,155450,154900,153900,152900,153950,154950,149900,155000,150000,149900,149700,149700,149000,148250,140000,139950,139900,145000,147500,147500,159900,153450,153950,146500,148000,149500,149900,152900,151450,160000,175000,175250,175000,177500,179000,179000,173998.5,166950,159900,155000,156000,163500,168500,169500,179900,184000,185700,179900,179000,186450,189900,179450,179900,179900,179900,179900,179900,171900,169500,175000,175725
"Marshall","IA","Marshalltown, IA","19","127",1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108450,114400,102400,99900,106450,108900,105000,105000,104950,114900,119900,121500,124900,124900,119900,115000,119900,114900,99900,89900,89900,99900,116450,119950,114900,109500,104900,104900,99900,89900,94900,93700,92700,94900,108900,104900,104900,114900,115000
"Pike","MS","McComb, MS","28","113",1141,138500,136250,129500,129500,145000,133500,134000,124700,123000,119500,119500,115000,115000,119500,119500,120000,125500,120000,119750,123450,125000,125000,125000,125950,125000,127450,125900,119900,109000,1e+05,113000,119000,107000,108500,108500,105000,104000,105000,120550,121000,115000,119900,125000,118000,116000,115000,110000,119747.5,119995,104350,108500,112500,115000,115000,128000,125200,129900,127700,134900,135000,134900,134900,132900,137800,139500,138750,139550,135500,139500,139800,130000,127500,132200,137300,132000,143000,159500,143500,159900,159700,154900,159900,155200,151500,153000,149700,159000,159500,147000,140000,139900,139750,139750,139600,136750,139900,136250,135000,134950,132450,129000,124900,125000,120000
"Howell","MO","West Plains, MO","29","091",1142,127950,124900,125000,125000,124900,126450,129900,129900,129000,129000,125000,129000,129900,129000,129000,129900,129900,134500,135900,131500,133000,126450,124900,121900,129900,128000,124900,124900,119900,119900,119900,119900,119900,123900,119900,115000,110900,119900,129000,124900,119900,127500,129900,124900,119900,119900,120000,121750,119950,119900,119900,119900,124900,121920,124900,129900,124900,124800,125000,125000,133000,135000,129000,125250,129900,124900,125375,129900,129900,129900,127500,125000,122500,129900,129000,127500,127000,127500,129000,129000,129900,128500,127000,127500,125000,125375,129900,129900,129900,134650,134900,134950,129900,129900,134900,129900,129900,130375,129900,132900,135000,134900,138000,137200
"Des Moines","IA","Burlington, IA","19","057",1143,99350,99900,99800,108000,113900,109900,109900,113400,113950,110000,106450,99700,99400,109900,99500,99500,109900,109900,104900,98300,96000,98900,96950,88375,89900,89900,104000,101950,110000,109900,110000,114900,114950,112900,104900,104900,115950,109900,112000,117950,116000,109900,1e+05,99900,99000,98500,97900,98000,96750,98500,107150,116000,122400,135000,127900,127700,119900,115000,113400,114900,113900,110000,111450,117250,117000,109900,109950,109700,109700,108450,99950,95000,96250,99900,102500,109900,109900,115000,115000,115000,124700,124750,129450,129900,130000,129950,125000,129900,127500,122000,120975,117450,112000,111000,114950,110000,109900,119900,110000,119925,119900,126450,122450,120000
"Jackson","NC","Sylva, NC","37","099",1144,299000,299500,299900,299000,350000,349000,319500,349750,336750,327500,325000,325000,319000,299900,319750,325000,319750,319000,299500,299000,299000,299000,299000,298000,289900,299000,297750,306450,299000,290000,289900,285000,290000,289000,298000,289000,310000,299900,304900,299000,299000,297000,299000,299000,335000,339395,299900,299000,295000,289000,294900,297375,297000,297375,299000,299900,299000,299900,299000,299000,295000,299000,289000,299000,284950,3e+05,315000,325000,324900,319000,324450,320000,317000,299000,309000,325000,329950,329500,330500,329000,329250,329000,329000,325000,325000,322450,329997.5,335000,339900,349000,349000,350000,365000,372450,370000,368500,374900,357900,350000,369000,375000,379000,379900,385000
"Rio Arriba","NM","Espanola, NM","35","039",1145,,,,,,,,,,,,,,,,,,,,,,,,,,,180620,195000,192500,199900,199900,199900,197950,195000,199700,195000,189000,185000,182500,197900,197900,195000,209250,219500,199900,2e+05,199900,195000,189000,185000,196450,198700,219900,219900,221500,219950,220000,225000,225000,235000,237000,239900,239450,235000,235000,230000,230000,248500,234900,224950,219000,215000,216500,209950,210000,2e+05,205000,202500,199949.5,205000,209000,199999.5,2e+05,2e+05,2e+05,2e+05,2e+05,199900,199500,199900,199000,199000,199000,202500,199000,199700,209000,202250,210000,205000,219000,229000,229000,229000
"Ravalli","MT",,"30","081",1146,299000,299000,295000,289250,289000,289000,289000,289900,289000,289000,279000,279000,275000,269000,272500,269700,279000,281200,275000,275000,279000,284500,279700,275000,278500,275000,272000,269000,266000,265000,265000,269000,265500,259500,265000,269000,259250,270000,275000,280000,289000,286000,289000,289000,289949.5,289900,289900,289000,289000,289900,292048.5,296750,296700,292097,297000,296250,297500,290998.5,293548.5,298000,299000,299000,299900,299500,299250,299900,3e+05,3e+05,315000,325000,329000,337000,349000,344000,345000,342450,346000,354000,356500,365000,359000,359250,361500,349950,362000,359450,349000,349000,325000,349450,350000,369000,369000,377000,388000,395500,395000,389900,383750,396950,399900,399000,389000,389000
"Fremont","WY","Riverton, WY","56","013",1147,225000,219750,224450,225000,224900,224950,222500,222500,216000,199000,199900,199500,199000,195000,195000,195000,192450,199900,207500,219000,218950,224800,219000,208525,196000,205000,199500,208762.5,205000,206000,215000,209900,218500,215000,214500,205000,206500,199250,214750,212250,215000,219900,225000,224950,224900,224900,229800,224900,215000,220000,220000,225000,228000,238500,229900,229000,231000,230500,225000,229000,225000,228000,229000,219500,220800,220450,224450,220000,225000,223450,220000,215000,224900,219950,222750,220000,218000,219500,219000,218000,211900,209900,203000,203000,199000,199000,199950,205000,215000,219500,217500,219000,214450,214900,215000,209000,215000,217000,214950,215000,219000,229900,230000,229000
"Tift","GA","Tifton, GA","13","277",1148,155000,150000,145000,139900,144500,149000,149000,149900,150000,150000,149900,144900,139900,139900,139900,148450,149900,147900,140000,139900,139700,137450,135500,136400,134000,135000,132900,129900,129900,129900,129000,119900,124500,129900,129900,129000,136450,142500,143950,145000,146000,142000,139000,135000,135000,132250,132500,135000,135000,132500,132015,130950,139000,147500,149900,148950,147500,143750,139900,135950,137000,135000,137900,139000,142000,142000,145000,145000,152900,149950,145000,140250,139900,139968,139934,142450,159900,156900,159900,154900,154900,156900,149950,154900,149000,149000,149900,150000,154900,156500,145000,142900,145000,145000,145000,139100,143950,155000,155000,158700,157500,173700,158000,144950
"Champaign","OH","Urbana, OH","39","021",1149,121500,121500,124900,124900,120250,119700,112900,114900,114900,115000,114950,112900,107900,1e+05,104900,104950,105000,112900,112330,112400,114997.5,114900,113200,109900,113200,114500,109900,109900,112250,116000,114900,119900,116300,116300,115000,114950,109900,109900,115500,119500,120950,119900,119900,117450,115000,114900,109900,108099.5,109900,107900,109950,112650,109000,112500,115000,119500,119900,115000,114900,114900,105000,99900,102595,103400,109900,115000,124400,124950,120000,124900,124900,124400,120900,119700,119000,119900,124900,119900,124700,129500,122100,124750,124000,124200,120000,120000,119900,124950,129900,129900,132700,129900,129900,133577.5,130000,134000,124900,126950,129900,139900,139200,150950,149900,149900
"Guernsey","OH","Cambridge, OH","39","059",1150,84700,84900,89900,94900,95500,95200,89900,89900,88400,85700,82500,82500,85225,76000,79950,89900,89900,97900,97750,94900,92500,89500,88450,88450,84900,85200,92700,98900,98900,98900,97200,94200,91400,89900,84900,89900,89900,89900,89900,89900,93250,109900,109900,109900,99900,99900,109900,105900,109900,99900,104900,112450,1e+05,99900,100950,102000,1e+05,99900,97000,99900,109000,115000,114900,109950,109250,109250,107500,104900,101200,99900,99900,99200,99500,99900,114900,114900,115000,112900,112700,110000,119900,117950,109900,103000,99388.5,98750,99900,109950,109250,109000,113950,114450,115538.5,114000,109900,110500,119900,109900,104900,109500,99900,116500,119950,127000
"Okeechobee","FL","Okeechobee, FL","12","093",1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174900,169950,167450,169000,169950,170000,179000,184750,182500,184800,177000,174950,169900,178500,181000,187000,185000,172500,179030,175000,179000,182200,183750,185000,187000,187000,180000,179900,186000,186000,197450,199000,199450
"Clarion","PA",,"42","031",1152,,,,126950,132400,134900,122450,129000,129900,139900,129950,129900,124950,124900,124950,125000,132400,139900,139900,149900,139900,139000,129900,132500,138000,131200,131200,129000,124950,119000,116950,125000,129500,124950,125000,125000,125000,123000,119000,119500,117250,119000,119000,119000,119900,119000,119000,115000,110000,109500,109700,109700,114950,109700,109000,106450,99900,99900,99000,97950,99450,106900,107450,113900,110000,116250,115000,115000,110000,109500,116250,109000,109500,109500,115450,115000,119000,119900,125000,118250,115000,109900,109900,110000,110000,109900,109450,110000,109900,109950,109950,108000,99900,99900,99900,98900,98900,98450,99500,99900,98700,99900,114900,102400
"Warren","TN","Mc Minnville, TN","47","177",1153,139900,145500,133500,131000,132500,134500,135000,139900,138000,136500,139500,139414,139500,139000,139900,139328,134900,134500,134500,134900,138900,138900,138925,138450,135950,135000,130400,134950,134500,129900,129500,129000,129900,127500,125000,129500,132500,129900,126250,127900,129950,129900,129900,122000,120000,120000,119900,120000,119900,120000,119650,122900,126000,124900,125000,129500,135900,145000,145000,139900,139900,139900,155000,139900,149500,149450,138500,136000,134900,134900,137750,139950,138600,127900,119700,112250,129900,129900,137000,129850,129900,129900,125000,129900,129900,134950,124950,129900,129900,132900,139500,139900,135000,145900,152250,162500,159900,159900,158500,158250,158500,158500,167900,155000
